'id_car_model','id_car_mark','name','name_rus','id_car_type'
'552','60','575',NULL,'1'
'553','60','599',NULL,'1'
'554','60','612 Scaglietti',NULL,'1'
'555','60','California',NULL,'1'
'556','60','Enzo',NULL,'1'
'557','60','F12berlinetta',NULL,'1'
'558','60','F355',NULL,'1'
'559','60','F40',NULL,'1'
'560','60','F430',NULL,'1'
'561','60','F50',NULL,'1'
'562','60','FF',NULL,'1'
'563','60','LaFerrari',NULL,'1'
'564','60','Mondial',NULL,'1'
'565','60','Testarossa',NULL,'1'
'567','61','126',NULL,'1'
'574','61','500',NULL,'1'
'575','61','500L',NULL,'1'
'576','61','600',NULL,'1'
'578','61','Albea',NULL,'1'
'580','61','Barchetta',NULL,'1'
'581','61','Brava',NULL,'1'
'582','61','Bravo',NULL,'1'
'583','61','Cinquecento',NULL,'1'
'584','61','Coupe',NULL,'1'
'585','61','Croma',NULL,'1'
'586','61','Doblo',NULL,'1'
'588','61','Fiorino',NULL,'1'
'589','61','Freemont',NULL,'1'
'590','61','Idea',NULL,'1'
'591','61','Linea',NULL,'1'
'592','61','Marea',NULL,'1'
'593','61','Multipla',NULL,'1'
'594','61','Palio',NULL,'1'
'595','61','Panda',NULL,'1'
'596','61','Punto',NULL,'1'
'600','61','Sedici',NULL,'1'
'602','61','Siena',NULL,'1'
'603','61','Stilo',NULL,'1'
'605','61','Tempra',NULL,'1'
'606','61','Tipo',NULL,'1'
'607','61','Ulysse',NULL,'1'
'608','61','Uno',NULL,'1'
'611','63','Aerostar',NULL,'1'
'612','63','Aspire',NULL,'1'
'614','63','Bronco',NULL,'1'
'615','63','C-Max',NULL,'1'
'618','63','Contour',NULL,'1'
'619','63','Cougar',NULL,'1'
'620','63','Crown Victoria',NULL,'1'
'622','63','EcoSport',NULL,'1'
'623','63','Edge',NULL,'1'
'624','63','Escape',NULL,'1'
'626','63','Escort',NULL,'1'
'628','63','Excursion',NULL,'1'
'629','63','Expedition',NULL,'1'
'630','63','Explorer',NULL,'1'
'633','63','Festiva',NULL,'1'
'634','63','Fiesta',NULL,'1'
'635','63','Five Hundred',NULL,'1'
'636','63','Flex',NULL,'1'
'637','63','Focus',NULL,'1'
'639','63','Freestyle',NULL,'1'
'641','63','Fusion',NULL,'1'
'642','63','Galaxy',NULL,'1'
'645','63','GT',NULL,'1'
'647','63','Ka',NULL,'1'
'648','63','Kuga',NULL,'1'
'651','63','Maverick',NULL,'1'
'652','63','Mondeo',NULL,'1'
'653','63','Mustang',NULL,'1'
'655','63','Probe',NULL,'1'
'656','63','Puma',NULL,'1'
'658','63','Ranger',NULL,'1'
'659','63','S-Max',NULL,'1'
'660','63','Scorpio',NULL,'1'
'661','63','Sierra',NULL,'1'
'664','63','Taurus',NULL,'1'
'665','63','Taurus X',NULL,'1'
'666','63','Tempo',NULL,'1'
'667','63','Thunderbird',NULL,'1'
'668','63','Tourneo Connect',NULL,'1'
'669','63','Windstar',NULL,'1'
'676','65','Polonez',NULL,'1'
'677','66','6500 Land King',NULL,'1'
'678','67','Beauty Leopard',NULL,'1'
'680','67','Emgrand',NULL,'1'
'683','67','Vision',NULL,'1'
'688','67','MK',NULL,'1'
'690','68','Metro',NULL,'1'
'691','68','Prizm',NULL,'1'
'692','68','Spectrum',NULL,'1'
'693','68','Storm',NULL,'1'
'694','68','Tracker',NULL,'1'
'695','69','Acadia',NULL,'1'
'696','69','Canyon',NULL,'1'
'697','69','Envoy',NULL,'1'
'698','69','Jimmy',NULL,'1'
'701','69','Sierra',NULL,'1'
'702','69','Sonoma',NULL,'1'
'703','69','Suburban',NULL,'1'
'708','69','Yukon',NULL,'1'
'710','71','CoolBear',NULL,'1'
'711','71','Cowry',NULL,'1'
'712','71','Deer',NULL,'1'
'713','71','Florid',NULL,'1'
'716','71','M2',NULL,'1'
'717','71','M4',NULL,'1'
'718','71','Pegasus',NULL,'1'
'719','71','Peri',NULL,'1'
'720','71','Safe',NULL,'1'
'721','71','Sailor',NULL,'1'
'722','71','Sing RUV',NULL,'1'
'723','71','Socool',NULL,'1'
'725','71','Wingle 3',NULL,'1'
'726','72','Brio',NULL,'1'
'727','72','Princip',NULL,'1'
'728','72','Saibao',NULL,'1'
'729','72','Sigma',NULL,'1'
'730','72','Simbo',NULL,'1'
'731','73','3',NULL,'1'
'732','73','7',NULL,'1'
'733','73','M3',NULL,'1'
'734','74','Ambassador',NULL,'1'
'735','74','Contessa',NULL,'1'
'736','75','Apollo',NULL,'1'
'737','75','Astra',NULL,'1'
'738','75','Barina',NULL,'1'
'739','75','Calais',NULL,'1'
'740','75','Caprice',NULL,'1'
'741','75','Combo',NULL,'1'
'742','75','Commodore',NULL,'1'
'743','75','Cruze',NULL,'1'
'744','75','Frontera',NULL,'1'
'745','75','Jackaroo',NULL,'1'
'746','75','Monaro',NULL,'1'
'749','75','Suburban',NULL,'1'
'750','75','UTE',NULL,'1'
'751','75','Vectra',NULL,'1'
'752','75','Zafira',NULL,'1'
'753','76','Accord',NULL,'1'
'754','76','Airwave',NULL,'1'
'755','76','Ascot',NULL,'1'
'756','76','Avancier',NULL,'1'
'758','76','Capa',NULL,'1'
'759','76','City',NULL,'1'
'761','76','Civic',NULL,'1'
'762','76','Concerto',NULL,'1'
'763','76','CR-V',NULL,'1'
'764','76','CR-X',NULL,'1'
'765','76','CR-Z',NULL,'1'
'766','76','Crossroad',NULL,'1'
'767','76','Crosstour',NULL,'1'
'768','76','Domani',NULL,'1'
'769','76','Edix',NULL,'1'
'770','76','Element',NULL,'1'
'771','76','Elysion',NULL,'1'
'773','76','Fit Aria',NULL,'1'
'774','76','Fit',NULL,'1'
'775','76','FR-V',NULL,'1'
'776','76','Freed',NULL,'1'
'777','76','HR-V',NULL,'1'
'778','76','Insight',NULL,'1'
'779','76','Inspire',NULL,'1'
'780','76','Integra',NULL,'1'
'782','76','Jazz',NULL,'1'
'783','76','Legend',NULL,'1'
'784','76','Life',NULL,'1'
'785','76','Logo',NULL,'1'
'787','76','Mobilio',NULL,'1'
'788','76','NSX',NULL,'1'
'790','76','Odyssey',NULL,'1'
'791','76','Orthia',NULL,'1'
'792','76','Partner',NULL,'1'
'793','76','Passport',NULL,'1'
'794','76','Pilot',NULL,'1'
'795','76','Prelude',NULL,'1'
'797','76','Rafaga',NULL,'1'
'798','76','Ridgeline',NULL,'1'
'799','76','S-MX',NULL,'1'
'800','76','S2000',NULL,'1'
'801','76','Saber',NULL,'1'
'802','76','Shuttle',NULL,'1'
'803','76','Stepwgn',NULL,'1'
'804','76','Stream',NULL,'1'
'805','76','That\'s',NULL,'1'
'806','76','Today',NULL,'1'
'807','76','Torneo',NULL,'1'
'808','76','Vamos',NULL,'1'
'809','76','Vigor',NULL,'1'
'810','76','Z',NULL,'1'
'811','76','Zest',NULL,'1'
'812','77','Antelope',NULL,'1'
'813','77','Landscape',NULL,'1'
'814','77','Plutus',NULL,'1'
'815','78','H1',NULL,'1'
'816','78','H2',NULL,'1'
'817','78','H3',NULL,'1'
'818','79','Accent',NULL,'1'
'819','79','Atos',NULL,'1'
'820','79','Avante',NULL,'1'
'821','79','Centennial',NULL,'1'
'822','79','Coupe',NULL,'1'
'823','79','Dynasty',NULL,'1'
'824','79','Elantra',NULL,'1'
'825','79','Equus',NULL,'1'
'826','79','Excel',NULL,'1'
'827','79','Galloper',NULL,'1'
'828','79','Genesis',NULL,'1'
'830','79','Getz',NULL,'1'
'831','79','Grandeur',NULL,'1'
'832','79','i10',NULL,'1'
'833','79','i20',NULL,'1'
'834','79','i30',NULL,'1'
'835','79','i40',NULL,'1'
'836','79','ix20',NULL,'1'
'837','79','ix35',NULL,'1'
'838','79','ix55',NULL,'1'
'839','79','Lantra',NULL,'1'
'840','79','Lavita',NULL,'1'
'841','79','Marcia',NULL,'1'
'842','79','Matrix',NULL,'1'
'844','79','Pony',NULL,'1'
'845','79','Santa Fe',NULL,'1'
'846','79','Santamo',NULL,'1'
'848','79','Solaris',NULL,'1'
'849','79','Sonata',NULL,'1'
'850','79','H-1',NULL,'1'
'851','79','Stellar',NULL,'1'
'852','79','Terracan',NULL,'1'
'853','79','Tiburon',NULL,'1'
'854','79','Trajet',NULL,'1'
'855','79','Tucson',NULL,'1'
'856','79','Tuscani',NULL,'1'
'857','79','Veloster',NULL,'1'
'858','79','Veracruz',NULL,'1'
'859','79','Verna',NULL,'1'
'860','79','XG',NULL,'1'
'861','80','EX-Series',NULL,'1'
'862','80','FX-Series',NULL,'1'
'864','80','G-Series',NULL,'1'
'865','80','J30',NULL,'1'
'866','80','JX-Series',NULL,'1'
'867','80','M-Series',NULL,'1'
'868','80','Q45',NULL,'1'
'869','80','Q50',NULL,'1'
'870','80','Q60',NULL,'1'
'871','80','QX-Series',NULL,'1'
'872','80','QX50',NULL,'1'
'873','80','QX60',NULL,'1'
'874','80','QX70',NULL,'1'
'875','80','QX80',NULL,'1'
'876','81','Elba',NULL,'1'
'877','81','Mille',NULL,'1'
'879','82','S1',NULL,'1'
'881','83','Samand',NULL,'1'
'882','83','Soren',NULL,'1'
'884','84','Imperator',NULL,'1'
'885','84','Spyder',NULL,'1'
'886','85','Amigo',NULL,'1'
'887','85','Ascender',NULL,'1'
'888','85','Aska',NULL,'1'
'889','85','Axiom',NULL,'1'
'890','85','Bighorn',NULL,'1'
'891','85','D-Max',NULL,'1'
'892','85','Gemini',NULL,'1'
'893','85','Impulse',NULL,'1'
'895','85','MU',NULL,'1'
'897','85','Piazza',NULL,'1'
'898','85','Rodeo',NULL,'1'
'901','85','Trooper',NULL,'1'
'902','85','VehiCross',NULL,'1'
'904','86','Massif',NULL,'1'
'905','87','J2',NULL,'1'
'907','87','J5',NULL,'1'
'910','87','Refine',NULL,'1'
'911','87','Rein',NULL,'1'
'912','87','S5',NULL,'1'
'915','88','F-Type',NULL,'1'
'916','88','S-Type',NULL,'1'
'917','88','X-Type',NULL,'1'
'918','88','XF',NULL,'1'
'919','88','XJ',NULL,'1'
'921','88','XJS',NULL,'1'
'922','88','XK',NULL,'1'
'923','89','Cherokee',NULL,'1'
'925','89','Commander',NULL,'1'
'926','89','Compass',NULL,'1'
'927','89','Grand Cherokee',NULL,'1'
'929','89','Liberty',NULL,'1'
'930','89','Patriot',NULL,'1'
'931','89','Wrangler',NULL,'1'
'934','92','Avella',NULL,'1'
'935','92','Cadenza',NULL,'1'
'936','92','Capital',NULL,'1'
'937','92','Carens',NULL,'1'
'938','92','Carnival',NULL,'1'
'939','92','Cee\'d',NULL,'1'
'940','92','Cerato',NULL,'1'
'941','92','Clarus',NULL,'1'
'942','92','Concord',NULL,'1'
'943','92','Elan',NULL,'1'
'944','92','Enterprise',NULL,'1'
'945','92','Joice',NULL,'1'
'946','92','Magentis',NULL,'1'
'947','92','Borrego',NULL,'1'
'948','92','Opirus',NULL,'1'
'949','92','Optima',NULL,'1'
'950','92','Picanto',NULL,'1'
'951','92','Potentia',NULL,'1'
'952','92','Pride',NULL,'1'
'953','92','Quoris',NULL,'1'
'954','92','Ray',NULL,'1'
'955','92','Retona',NULL,'1'
'956','92','Rio',NULL,'1'
'957','92','Sedona',NULL,'1'
'958','92','Sephia',NULL,'1'
'959','92','Shuma',NULL,'1'
'960','92','Sorento',NULL,'1'
'961','92','Soul',NULL,'1'
'962','92','Spectra',NULL,'1'
'963','92','Sportage',NULL,'1'
'964','92','Venga',NULL,'1'
'965','92','Visto',NULL,'1'
'966','92','X-Trek',NULL,'1'
'968','93','CC8S',NULL,'1'
'969','93','CCR',NULL,'1'
'973','95','Aventador',NULL,'1'
'975','95','Diablo',NULL,'1'
'977','95','Gallardo',NULL,'1'
'978','95','Huracan',NULL,'1'
'983','95','Murcielago',NULL,'1'
'984','95','Reventon',NULL,'1'
'987','96','A112',NULL,'1'
'988','96','Beta',NULL,'1'
'989','96','Dedra',NULL,'1'
'990','96','Delta',NULL,'1'
'992','96','Gamma',NULL,'1'
'993','96','Hyena',NULL,'1'
'994','96','Kappa',NULL,'1'
'995','96','Lybra',NULL,'1'
'997','96','Musa',NULL,'1'
'998','96','Phedra',NULL,'1'
'1000','96','Thema',NULL,'1'
'1001','96','Thesis',NULL,'1'
'1003','96','Y10',NULL,'1'
'1004','96','Ypsilon',NULL,'1'
'1005','96','Zeta',NULL,'1'
'1006','97','Defender',NULL,'1'
'1007','97','Discovery',NULL,'1'
'1008','97','Freelander',NULL,'1'
'1009','97','Range Rover Evoque',NULL,'1'
'1010','97','Range Rover',NULL,'1'
'1011','97','Range Rover Sport',NULL,'1'
'1018','98','X6',NULL,'1'
'1019','99','CT',NULL,'1'
'1020','99','ES',NULL,'1'
'1021','99','GS',NULL,'1'
'1022','99','GX',NULL,'1'
'1023','99','HS',NULL,'1'
'1024','99','IS',NULL,'1'
'1025','99','LFA',NULL,'1'
'1026','99','LS',NULL,'1'
'1027','99','LX',NULL,'1'
'1028','99','RC',NULL,'1'
'1029','99','RX',NULL,'1'
'1030','99','SC',NULL,'1'
'1032','101','Breez',NULL,'1'
'1033','101','Cebrium',NULL,'1'
'1036','101','X60',NULL,'1'
'1037','102','Aviator',NULL,'1'
'1038','102','Continental',NULL,'1'
'1039','102','LS',NULL,'1'
'1040','102','Mark LT',NULL,'1'
'1046','102','MKX',NULL,'1'
'1047','102','MKZ',NULL,'1'
'1048','102','Navigator',NULL,'1'
'1049','102','Town Car',NULL,'1'
'1052','103','Elan',NULL,'1'
'1053','103','Elise',NULL,'1'
'1054','103','Elite',NULL,'1'
'1055','103','Esprit',NULL,'1'
'1056','103','Europa',NULL,'1'
'1058','103','Evora',NULL,'1'
'1059','103','Excel',NULL,'1'
'1060','103','Exige',NULL,'1'
'1061','104','TX',NULL,'1'
'1062','105','5',NULL,'1'
'1064','105','7',NULL,'1'
'1065','105','U6',NULL,'1'
'1067','106','Armada',NULL,'1'
'1068','106','Bolero',NULL,'1'
'1071','106','Commander',NULL,'1'
'1072','106','Marshal',NULL,'1'
'1073','106','MM 540/550',NULL,'1'
'1075','106','Scorpio',NULL,'1'
'1079','107','TS',NULL,'1'
'1084','108','5Exi',NULL,'1'
'1085','108','Sportster',NULL,'1'
'1086','109','B1',NULL,'1'
'1087','109','B2',NULL,'1'
'1088','110','1000',NULL,'1'
'1089','110','800',NULL,'1'
'1090','110','Alto',NULL,'1'
'1091','110','Baleno',NULL,'1'
'1092','110','Esteem',NULL,'1'
'1093','110','Gypsy',NULL,'1'
'1095','110','Versa',NULL,'1'
'1096','110','Wagon R',NULL,'1'
'1097','110','Zen',NULL,'1'
'1098','111','228',NULL,'1'
'1099','111','3200 GT',NULL,'1'
'1106','111','Ghibli',NULL,'1'
'1107','111','GranTurismo',NULL,'1'
'1115','111','Quattroporte',NULL,'1'
'1116','111','Royale',NULL,'1'
'1117','111','Shamal',NULL,'1'
'1118','112','57',NULL,'1'
'1119','112','62',NULL,'1'
'1121','113','121',NULL,'1'
'1123','113','2',NULL,'1'
'1124','113','3',NULL,'1'
'1125','113','323',NULL,'1'
'1126','113','5',NULL,'1'
'1127','113','6',NULL,'1'
'1128','113','616',NULL,'1'
'1129','113','626',NULL,'1'
'1131','113','929',NULL,'1'
'1132','113','Atenza',NULL,'1'
'1133','113','Axela',NULL,'1'
'1134','113','AZ-1',NULL,'1'
'1135','113','AZ-Offroad',NULL,'1'
'1136','113','AZ-Wagon',NULL,'1'
'1137','113','B-Series',NULL,'1'
'1138','113','Biante',NULL,'1'
'1139','113','Bongo Friendee',NULL,'1'
'1140','113','Bongo',NULL,'1'
'1141','113','BT-50',NULL,'1'
'1142','113','Capella',NULL,'1'
'1143','113','Carol',NULL,'1'
'1144','113','Cronos',NULL,'1'
'1145','113','CX-5',NULL,'1'
'1146','113','CX-7',NULL,'1'
'1147','113','CX-9',NULL,'1'
'1148','113','Demio',NULL,'1'
'1153','113','Eunos 500',NULL,'1'
'1155','113','Eunos Cosmo',NULL,'1'
'1156','113','Familia',NULL,'1'
'1157','113','Lantis',NULL,'1'
'1158','113','Laputa',NULL,'1'
'1160','113','Millenia',NULL,'1'
'1161','113','MPV',NULL,'1'
'1162','113','MX-3',NULL,'1'
'1163','113','MX-5',NULL,'1'
'1164','113','MX-6',NULL,'1'
'1165','113','Navajo',NULL,'1'
'1167','113','Premacy',NULL,'1'
'1168','113','Proceed Levante',NULL,'1'
'1169','113','Proceed',NULL,'1'
'1170','113','Protege',NULL,'1'
'1173','113','RX-7',NULL,'1'
'1174','113','RX-8',NULL,'1'
'1175','113','Scrum',NULL,'1'
'1177','113','Spiano',NULL,'1'
'1178','113','Tribute',NULL,'1'
'1179','113','Verisa',NULL,'1'
'1180','114','F1',NULL,'1'
'1183','115','Club',NULL,'1'
'1184','115','Monte Carlo',NULL,'1'
'1185','115','Track',NULL,'1'
'1190','116','Citan',NULL,'1'
'1207','116','SLS AMG',NULL,'1'
'1209','116','Vaneo',NULL,'1'
'1210','116','Viano',NULL,'1'
'1216','117','Cougar',NULL,'1'
'1217','117','Grand Marquis',NULL,'1'
'1218','117','Marauder',NULL,'1'
'1219','117','Mariner',NULL,'1'
'1221','117','Milan',NULL,'1'
'1222','117','Montego',NULL,'1'
'1223','117','Monterey',NULL,'1'
'1224','117','Mountaineer',NULL,'1'
'1225','117','Mystique',NULL,'1'
'1226','117','Sable',NULL,'1'
'1227','117','Topaz',NULL,'1'
'1228','117','Tracer',NULL,'1'
'1229','117','Villager',NULL,'1'
'1230','118','Taxi',NULL,'1'
'1232','119','3',NULL,'1'
'1234','119','5',NULL,'1'
'1235','119','550',NULL,'1'
'1236','119','6',NULL,'1'
'1237','119','F',NULL,'1'
'1243','119','RV8',NULL,'1'
'1244','119','TF',NULL,'1'
'1245','119','Xpower SV',NULL,'1'
'1246','119','ZR',NULL,'1'
'1247','119','ZS',NULL,'1'
'1248','119','ZT',NULL,'1'
'1254','121','TF 1800',NULL,'1'
'1255','122','Cabrio',NULL,'1'
'1256','122','Clubman',NULL,'1'
'1257','122','Clubvan',NULL,'1'
'1258','122','Countryman',NULL,'1'
'1259','122','Coupe',NULL,'1'
'1261','122','Paceman',NULL,'1'
'1262','122','Roadster',NULL,'1'
'1263','123','3000 GT',NULL,'1'
'1264','123','Airtrek',NULL,'1'
'1266','123','ASX',NULL,'1'
'1267','123','Carisma',NULL,'1'
'1270','123','Chariot',NULL,'1'
'1271','123','Colt',NULL,'1'
'1273','123','Debonair',NULL,'1'
'1274','123','Delica',NULL,'1'
'1275','123','Diamante',NULL,'1'
'1276','123','Dingo',NULL,'1'
'1277','123','Dion',NULL,'1'
'1278','123','Eclipse',NULL,'1'
'1279','123','EK Wagon',NULL,'1'
'1281','123','Endeavor',NULL,'1'
'1283','123','FTO',NULL,'1'
'1284','123','Galant',NULL,'1'
'1285','123','Grandis',NULL,'1'
'1287','123','i',NULL,'1'
'1288','123','i-MiEV',NULL,'1'
'1290','123','L200',NULL,'1'
'1292','123','Lancer Evolution',NULL,'1'
'1293','123','Lancer',NULL,'1'
'1294','123','Legnum',NULL,'1'
'1295','123','Libero',NULL,'1'
'1296','123','Minica',NULL,'1'
'1297','123','Mirage',NULL,'1'
'1298','123','Montero',NULL,'1'
'1300','123','Outlander',NULL,'1'
'1301','123','Pajero',NULL,'1'
'1303','123','Pajero Junior',NULL,'1'
'1304','123','Pajero Mini',NULL,'1'
'1305','123','Pajero Pinin',NULL,'1'
'1306','123','Pajero Sport',NULL,'1'
'1308','123','Proudia',NULL,'1'
'1310','123','RVR',NULL,'1'
'1312','123','Sigma',NULL,'1'
'1313','123','Space Gear',NULL,'1'
'1314','123','Space Runner',NULL,'1'
'1315','123','Space Star',NULL,'1'
'1316','123','Space Wagon',NULL,'1'
'1318','123','Toppo',NULL,'1'
'1319','123','Town BOX',NULL,'1'
'1322','124','Galue',NULL,'1'
'1337','125','4/4',NULL,'1'
'1338','125','Aero 8',NULL,'1'
'1342','125','Plus 4',NULL,'1'
'1343','125','Plus 8',NULL,'1'
'1346','127','100NX',NULL,'1'
'1347','127','180SX',NULL,'1'
'1348','127','200SX',NULL,'1'
'1349','127','240SX',NULL,'1'
'1351','127','300ZX',NULL,'1'
'1352','127','350Z',NULL,'1'
'1353','127','370Z',NULL,'1'
'1354','127','AD',NULL,'1'
'1355','127','Almera Classic',NULL,'1'
'1356','127','Almera',NULL,'1'
'1357','127','Almera Tino',NULL,'1'
'1358','127','Altima',NULL,'1'
'1359','127','Armada',NULL,'1'
'1360','127','Avenir',NULL,'1'
'1361','127','Bassara',NULL,'1'
'1362','127','Be-1',NULL,'1'
'1363','127','Bluebird Sylphy',NULL,'1'
'1364','127','Bluebird',NULL,'1'
'1365','127','Cedric',NULL,'1'
'1366','127','Cefiro',NULL,'1'
'1367','127','Cherry',NULL,'1'
'1368','127','Cima',NULL,'1'
'1369','127','Clipper',NULL,'1'
'1370','127','Crew',NULL,'1'
'1371','127','Cube',NULL,'1'
'1372','127','Datsun',NULL,'1'
'1373','127','Dualis',NULL,'1'
'1374','127','Elgrand',NULL,'1'
'1375','127','Expert',NULL,'1'
'1376','127','Fairlady Z',NULL,'1'
'1377','127','Figaro',NULL,'1'
'1378','127','Fuga',NULL,'1'
'1379','127','Gloria',NULL,'1'
'1380','127','GT-R',NULL,'1'
'1381','127','Juke',NULL,'1'
'1382','127','Lafesta',NULL,'1'
'1383','127','Langley',NULL,'1'
'1384','127','Largo',NULL,'1'
'1385','127','Laurel',NULL,'1'
'1386','127','Leaf',NULL,'1'
'1387','127','Leopard',NULL,'1'
'1388','127','Liberty',NULL,'1'
'1389','127','Lucino',NULL,'1'
'1390','127','March',NULL,'1'
'1391','127','Maxima',NULL,'1'
'1392','127','Micra',NULL,'1'
'1393','127','Mistral',NULL,'1'
'1394','127','Moco',NULL,'1'
'1395','127','Murano',NULL,'1'
'1396','127','Navara',NULL,'1'
'1397','127','Note',NULL,'1'
'1398','127','NP300',NULL,'1'
'1399','127','NV200',NULL,'1'
'1401','127','Otti',NULL,'1'
'1402','127','Pao',NULL,'1'
'1403','127','Pathfinder',NULL,'1'
'1404','127','Patrol',NULL,'1'
'1405','127','Pino',NULL,'1'
'1406','128','M12 GTO',NULL,'1'
'1408','129','Achieva',NULL,'1'
'1409','129','Alero',NULL,'1'
'1410','129','Aurora',NULL,'1'
'1411','129','Bravada',NULL,'1'
'1412','129','Cutlass',NULL,'1'
'1417','129','Intrigue',NULL,'1'
'1420','129','Silhouette',NULL,'1'
'1421','130','Adam',NULL,'1'
'1422','130','Admiral',NULL,'1'
'1423','130','Agila',NULL,'1'
'1424','130','Ampera',NULL,'1'
'1425','130','Antara',NULL,'1'
'1426','130','Ascona',NULL,'1'
'1427','130','Astra',NULL,'1'
'1428','130','Calibra',NULL,'1'
'1429','130','Campo',NULL,'1'
'1430','130','Cascada',NULL,'1'
'1431','130','Combo',NULL,'1'
'1432','130','Commodore',NULL,'1'
'1433','130','Corsa',NULL,'1'
'1434','130','Diplomat',NULL,'1'
'1435','130','Frontera',NULL,'1'
'1436','130','GT',NULL,'1'
'1437','130','Insignia',NULL,'1'
'1438','130','Kadett',NULL,'1'
'1439','130','Manta',NULL,'1'
'1440','130','Meriva',NULL,'1'
'1441','130','Mokka',NULL,'1'
'1442','130','Monterey',NULL,'1'
'1443','130','Monza',NULL,'1'
'1444','130','Omega',NULL,'1'
'1445','130','Rekord',NULL,'1'
'1446','130','Senator',NULL,'1'
'1447','130','Signum',NULL,'1'
'1448','130','Sintra',NULL,'1'
'1449','130','Speedster',NULL,'1'
'1450','130','Tigra',NULL,'1'
'1451','130','Vectra',NULL,'1'
'1453','130','Zafira',NULL,'1'
'1456','132','Zonda C12',NULL,'1'
'1457','133','Esperante',NULL,'1'
'1458','133','Roadster',NULL,'1'
'1461','134','Kelisa',NULL,'1'
'1463','134','Kenari',NULL,'1'
'1467','135','1007',NULL,'1'
'1469','135','106',NULL,'1'
'1470','135','107',NULL,'1'
'1471','135','2008',NULL,'1'
'1473','135','205',NULL,'1'
'1474','135','206',NULL,'1'
'1475','135','207',NULL,'1'
'1476','135','208',NULL,'1'
'1477','135','3008',NULL,'1'
'1478','135','301',NULL,'1'
'1481','135','306',NULL,'1'
'1482','135','307',NULL,'1'
'1483','135','308',NULL,'1'
'1484','135','309',NULL,'1'
'1485','135','4007',NULL,'1'
'1486','135','4008',NULL,'1'
'1487','135','405',NULL,'1'
'1488','135','406',NULL,'1'
'1489','135','407',NULL,'1'
'1490','135','408',NULL,'1'
'1493','135','505',NULL,'1'
'1494','135','508',NULL,'1'
'1496','135','605',NULL,'1'
'1497','135','607',NULL,'1'
'1498','135','806',NULL,'1'
'1499','135','807',NULL,'1'
'1501','135','Partner',NULL,'1'
'1502','135','RCZ',NULL,'1'
'1504','137','Acclaim',NULL,'1'
'1505','137','Breeze',NULL,'1'
'1507','137','Laser',NULL,'1'
'1508','137','Neon',NULL,'1'
'1509','137','Prowler',NULL,'1'
'1510','137','Sundance',NULL,'1'
'1512','137','Voyager/Grand Voyager',NULL,'1'
'1513','138','6000',NULL,'1'
'1514','138','Aztek',NULL,'1'
'1515','138','Bonneville',NULL,'1'
'1517','138','Firebird',NULL,'1'
'1520','138','G6',NULL,'1'
'1522','138','Grand AM',NULL,'1'
'1523','138','Grand Prix',NULL,'1'
'1524','138','GTO',NULL,'1'
'1526','138','Montana',NULL,'1'
'1529','138','Solstice',NULL,'1'
'1531','138','Sunfire',NULL,'1'
'1533','138','Torrent',NULL,'1'
'1534','138','Trans Sport',NULL,'1'
'1535','138','Vibe',NULL,'1'
'1536','139','911',NULL,'1'
'1538','139','918',NULL,'1'
'1540','139','928',NULL,'1'
'1543','139','968',NULL,'1'
'1544','139','Boxster',NULL,'1'
'1545','139','Carrera GT',NULL,'1'
'1546','139','Cayenne',NULL,'1'
'1547','139','Cayman',NULL,'1'
'1548','139','Macan',NULL,'1'
'1549','139','Panamera',NULL,'1'
'1550','140','118NE',NULL,'1'
'1551','140','Padmini',NULL,'1'
'1555','141','Juara',NULL,'1'
'1556','141','Perdana',NULL,'1'
'1557','141','Persona 300 Compact',NULL,'1'
'1559','141','Saga',NULL,'1'
'1561','141','Waja',NULL,'1'
'1567','144','3',NULL,'1'
'1568','145','Mangusta',NULL,'1'
'1569','146','Scimitar SS1',NULL,'1'
'1570','147','11',NULL,'1'
'1571','147','12',NULL,'1'
'1572','147','14',NULL,'1'
'1573','147','15',NULL,'1'
'1574','147','16',NULL,'1'
'1575','147','17',NULL,'1'
'1576','147','18',NULL,'1'
'1577','147','19',NULL,'1'
'1578','147','20',NULL,'1'
'1579','147','21',NULL,'1'
'1580','147','25',NULL,'1'
'1581','147','30',NULL,'1'
'1582','147','4',NULL,'1'
'1583','147','5',NULL,'1'
'1584','147','6',NULL,'1'
'1585','147','9',NULL,'1'
'1586','147','Avantime',NULL,'1'
'1587','147','Captur',NULL,'1'
'1588','147','Clio',NULL,'1'
'1589','147','Duster',NULL,'1'
'1590','147','Espace',NULL,'1'
'1592','147','Fluence',NULL,'1'
'1593','147','Fuego',NULL,'1'
'1594','147','Kangoo',NULL,'1'
'1595','147','Koleos',NULL,'1'
'1596','147','Laguna',NULL,'1'
'1597','147','Latitude',NULL,'1'
'1598','147','Logan',NULL,'1'
'1599','147','Megane',NULL,'1'
'1600','147','Modus',NULL,'1'
'1601','147','Rodeo',NULL,'1'
'1602','147','Safrane',NULL,'1'
'1603','147','Sandero',NULL,'1'
'1604','147','Scenic',NULL,'1'
'1605','147','Sport Spider',NULL,'1'
'1606','147','Symbol',NULL,'1'
'1607','147','Twingo',NULL,'1'
'1609','147','Vel Satis',NULL,'1'
'1610','147','Wind',NULL,'1'
'1611','147','Zoe',NULL,'1'
'1612','148','SM3',NULL,'1'
'1613','148','SM5',NULL,'1'
'1614','148','SM7',NULL,'1'
'1615','149','Corniche',NULL,'1'
