'id_car_model','id_car_mark','name','name_rus','id_car_type'
'1616','149','Ghost',NULL,'1'
'1617','149','Park Ward',NULL,'1'
'1618','149','Phantom',NULL,'1'
'1619','149','Silver Seraph',NULL,'1'
'1620','149','Silver Spur',NULL,'1'
'1621','149','Wraith',NULL,'1'
'1622','150','Lightning',NULL,'1'
'1623','151','100',NULL,'1'
'1624','151','200 Series',NULL,'1'
'1625','151','25',NULL,'1'
'1626','151','400 Series',NULL,'1'
'1627','151','45',NULL,'1'
'1628','151','600 Series',NULL,'1'
'1629','151','75',NULL,'1'
'1630','151','800 Series',NULL,'1'
'1632','151','Mini MK',NULL,'1'
'1635','152','9-2X',NULL,'1'
'1636','152','9-3',NULL,'1'
'1638','152','9-5',NULL,'1'
'1639','152','9-7X',NULL,'1'
'1640','152','90',NULL,'1'
'1641','152','900',NULL,'1'
'1642','152','9000',NULL,'1'
'1643','152','95',NULL,'1'
'1644','152','96',NULL,'1'
'1645','152','99',NULL,'1'
'1646','153','S7',NULL,'1'
'1649','155','Aura',NULL,'1'
'1650','155','ION',NULL,'1'
'1653','155','Outlook',NULL,'1'
'1654','155','Relay',NULL,'1'
'1656','155','Sky',NULL,'1'
'1659','155','VUE',NULL,'1'
'1660','156','FR-S',NULL,'1'
'1661','156','iQ',NULL,'1'
'1662','156','tC',NULL,'1'
'1664','156','xB',NULL,'1'
'1665','156','xD',NULL,'1'
'1667','157','Alhambra',NULL,'1'
'1668','157','Altea',NULL,'1'
'1669','157','Arosa',NULL,'1'
'1670','157','Cordoba',NULL,'1'
'1671','157','Exeo',NULL,'1'
'1673','157','Ibiza',NULL,'1'
'1674','157','Leon',NULL,'1'
'1675','157','Malaga',NULL,'1'
'1676','157','Marbella',NULL,'1'
'1678','157','Toledo',NULL,'1'
'1680','158','Sceo',NULL,'1'
'1682','159','Citigo',NULL,'1'
'1683','159','Fabia',NULL,'1'
'1684','159','Favorit',NULL,'1'
'1685','159','Felicia',NULL,'1'
'1686','159','Octavia',NULL,'1'
'1687','159','Rapid',NULL,'1'
'1688','159','Roomster',NULL,'1'
'1689','159','Superb',NULL,'1'
'1690','159','Yeti',NULL,'1'
'1691','160','Forfour',NULL,'1'
'1692','160','Fortwo',NULL,'1'
'1693','160','Roadster',NULL,'1'
'1694','161','Lioncel',NULL,'1'
'1695','162','R45',NULL,'1'
'1697','163','C8',NULL,'1'
'1699','165','Actyon',NULL,'1'
'1701','165','Chairman',NULL,'1'
'1703','165','Korando Family',NULL,'1'
'1704','165','Korando',NULL,'1'
'1705','165','Kyron',NULL,'1'
'1706','165','Musso',NULL,'1'
'1707','165','Rexton',NULL,'1'
'1708','165','Rodius',NULL,'1'
'1709','165','Stavic',NULL,'1'
'1711','166','Baja',NULL,'1'
'1712','166','BRZ',NULL,'1'
'1716','166','Forester',NULL,'1'
'1717','166','Impreza',NULL,'1'
'1718','166','Justy',NULL,'1'
'1719','166','Legacy',NULL,'1'
'1721','166','Libero',NULL,'1'
'1723','166','Outback',NULL,'1'
'1724','166','Pleo',NULL,'1'
'1725','166','R1',NULL,'1'
'1726','166','R2',NULL,'1'
'1729','166','SVX',NULL,'1'
'1730','166','Traviq',NULL,'1'
'1732','166','Tribeca',NULL,'1'
'1733','166','Vivio',NULL,'1'
'1734','166','XT',NULL,'1'
'1735','166','XV',NULL,'1'
'1736','167','Aerio',NULL,'1'
'1737','167','Alto',NULL,'1'
'1738','167','Baleno',NULL,'1'
'1739','167','Cappuccino',NULL,'1'
'1743','167','Every',NULL,'1'
'1744','167','Forenza',NULL,'1'
'1745','167','Grand Vitara',NULL,'1'
'1746','167','Ignis',NULL,'1'
'1747','167','Jimny',NULL,'1'
'1748','167','Kei',NULL,'1'
'1749','167','Kizashi',NULL,'1'
'1751','167','Liana',NULL,'1'
'1752','167','MR Wagon',NULL,'1'
'1757','167','Splash',NULL,'1'
'1758','167','Swift',NULL,'1'
'1759','167','SX4',NULL,'1'
'1761','167','Wagon R',NULL,'1'
'1763','167','X-90',NULL,'1'
'1764','167','XL7',NULL,'1'
'1769','168','Solara',NULL,'1'
'1772','169','Estate',NULL,'1'
'1773','169','Indica',NULL,'1'
'1774','169','Indigo',NULL,'1'
'1776','169','Safari',NULL,'1'
'1777','169','Sierra',NULL,'1'
'1778','169','Sumo',NULL,'1'
'1779','170','T613',NULL,'1'
'1780','170','T700',NULL,'1'
'1782','172','Model S',NULL,'1'
'1783','172','Roadster',NULL,'1'
'1784','173','Century',NULL,'1'
'1786','175','Dogan',NULL,'1'
'1787','175','Kartal',NULL,'1'
'1788','175','131',NULL,'1'
'1789','175','Sahin',NULL,'1'
'1790','175','Serce',NULL,'1'
'1791','176','4Runner',NULL,'1'
'1792','176','Allex',NULL,'1'
'1793','176','Allion',NULL,'1'
'1794','176','Alphard',NULL,'1'
'1795','176','Altezza',NULL,'1'
'1796','176','Aristo',NULL,'1'
'1797','176','Aurion',NULL,'1'
'1798','176','Auris',NULL,'1'
'1799','176','Avalon',NULL,'1'
'1800','176','Avensis',NULL,'1'
'1801','176','Avensis Verso',NULL,'1'
'1802','176','Aygo',NULL,'1'
'1803','176','bB',NULL,'1'
'1804','176','Belta',NULL,'1'
'1805','176','Blade',NULL,'1'
'1806','176','Blizzard',NULL,'1'
'1807','176','Brevis',NULL,'1'
'1808','176','Caldina',NULL,'1'
'1809','176','Cami',NULL,'1'
'1810','176','Camry',NULL,'1'
'1812','176','Carina',NULL,'1'
'1813','176','Cavalier',NULL,'1'
'1814','176','Celica',NULL,'1'
'1815','176','Celsior',NULL,'1'
'1816','176','Century',NULL,'1'
'1817','176','Chaser',NULL,'1'
'1818','176','Corolla',NULL,'1'
'1819','176','Corolla Rumion',NULL,'1'
'1821','176','Corona',NULL,'1'
'1822','176','Corsa',NULL,'1'
'1823','176','Cressida',NULL,'1'
'1824','176','Cresta',NULL,'1'
'1825','176','Crown Majesta',NULL,'1'
'1826','176','Crown',NULL,'1'
'1827','176','Curren',NULL,'1'
'1828','176','Cynos',NULL,'1'
'1829','176','Duet',NULL,'1'
'1830','176','Echo',NULL,'1'
'1831','176','Estima',NULL,'1'
'1832','176','FJ Cruiser',NULL,'1'
'1833','176','Fortuner',NULL,'1'
'1834','176','Fun Cargo',NULL,'1'
'1836','176','Granvia',NULL,'1'
'1837','176','GT 86',NULL,'1'
'1838','176','Harrier',NULL,'1'
'1839','176','Hiace',NULL,'1'
'1840','176','Highlander',NULL,'1'
'1841','176','Hilux Surf',NULL,'1'
'1842','176','Hilux',NULL,'1'
'1843','176','Innova',NULL,'1'
'1844','176','Ipsum',NULL,'1'
'1845','176','iQ',NULL,'1'
'1846','176','Isis',NULL,'1'
'1847','176','Ist',NULL,'1'
'1848','176','Kluger',NULL,'1'
'1849','176','Land Cruiser',NULL,'1'
'1850','176','Land Cruiser Prado',NULL,'1'
'1851','177','1.1',NULL,'1'
'1852','177','P 601',NULL,'1'
'1894','182','W8',NULL,'1'
'1895','183','210',NULL,'1'
'1896','183','260 LM',NULL,'1'
'1897','183','300',NULL,'1'
'1898','183','400',NULL,'1'
'1900','184','Beetle',NULL,'1'
'1901','184','Bora',NULL,'1'
'1902','184','Caddy',NULL,'1'
'1903','184','Corrado',NULL,'1'
'1904','184','Derby',NULL,'1'
'1905','184','Eos',NULL,'1'
'1906','184','Fox',NULL,'1'
'1908','184','Golf',NULL,'1'
'1910','184','Gol',NULL,'1'
'1911','184','Iltis',NULL,'1'
'1912','184','Jetta',NULL,'1'
'1914','184','Lupo',NULL,'1'
'1915','184','Multivan',NULL,'1'
'1917','184','Passat',NULL,'1'
'1918','184','Passat CC',NULL,'1'
'1919','184','Phaeton',NULL,'1'
'1920','184','Pointer',NULL,'1'
'1921','184','Polo',NULL,'1'
'1922','184','Routan',NULL,'1'
'1924','184','Scirocco',NULL,'1'
'1925','184','Sharan',NULL,'1'
'1927','184','Tiguan',NULL,'1'
'1928','184','Touareg',NULL,'1'
'1929','184','Touran',NULL,'1'
'1932','184','Vento',NULL,'1'
'1939','185','440',NULL,'1'
'1940','185','460',NULL,'1'
'1941','185','480',NULL,'1'
'1944','185','760',NULL,'1'
'1946','185','850',NULL,'1'
'1947','185','940',NULL,'1'
'1948','185','960',NULL,'1'
'1949','185','C30',NULL,'1'
'1950','185','C70',NULL,'1'
'1952','185','S40',NULL,'1'
'1953','185','S60',NULL,'1'
'1954','185','S70',NULL,'1'
'1955','185','S80',NULL,'1'
'1957','185','V40',NULL,'1'
'1958','185','V50',NULL,'1'
'1959','185','V60',NULL,'1'
'1960','185','V70',NULL,'1'
'1962','185','XC60',NULL,'1'
'1963','185','XC70',NULL,'1'
'1964','185','XC90',NULL,'1'
'1965','186','Corda',NULL,'1'
'1966','186','Estina',NULL,'1'
'1967','186','Tingo',NULL,'1'
'1969','187','353',NULL,'1'
'1972','189','GT MF5',NULL,'1'
'1974','190','PICKUP X3',NULL,'1'
'1975','190','SR-V X3',NULL,'1'
'1976','190','SUV X3',NULL,'1'
'1978','191','Yugo Florida',NULL,'1'
'1979','191','Yugo Skala',NULL,'1'
'1980','191','Yugo Koral',NULL,'1'
'1982','193','Admiral',NULL,'1'
'1983','193','GrandTiger',NULL,'1'
'1984','193','Landmark',NULL,'1'
'1991','215','1111 Ока',NULL,'1'
'1992','215','2101',NULL,'1'
'1993','215','2102',NULL,'1'
'1994','215','2103',NULL,'1'
'1995','215','2104',NULL,'1'
'1996','215','2105',NULL,'1'
'1997','215','2106',NULL,'1'
'1998','215','2107',NULL,'1'
'1999','215','2108',NULL,'1'
'2000','215','2109',NULL,'1'
'2002','215','2110',NULL,'1'
'2003','215','2111',NULL,'1'
'2004','215','2112',NULL,'1'
'2005','215','2113',NULL,'1'
'2006','215','2114',NULL,'1'
'2007','215','2115',NULL,'1'
'2008','215','2120 Надежда',NULL,'1'
'2010','215','2123',NULL,'1'
'2012','215','4x4',NULL,'1'
'2015','215','Granta',NULL,'1'
'2016','215','Kalina',NULL,'1'
'2017','215','Largus',NULL,'1'
'2018','215','Priora',NULL,'1'
'2033','216','3111',NULL,'1'
'2034','216','69',NULL,'1'
'2035','216','Siber',NULL,'1'
'2038','217','1102',NULL,'1'
'2039','217','1103',NULL,'1'
'2040','217','1105',NULL,'1'
'2041','217','965',NULL,'1'
'2043','217','968',NULL,'1'
'2044','217','Chance',NULL,'1'
'2046','217','Sens',NULL,'1'
'2047','217','Vida',NULL,'1'
'2048','218','114',NULL,'1'
'2049','218','117',NULL,'1'
'2050','218','4104',NULL,'1'
'2051','219','2125',NULL,'1'
'2053','219','2126',NULL,'1'
'2054','219','2717',NULL,'1'
'2055','219','412',NULL,'1'
'2056','220','Ока',NULL,'1'
'2058','222','1302',NULL,'1'
'2060','222','969',NULL,'1'
'2061','223','2136',NULL,'1'
'2062','223','2137',NULL,'1'
'2063','223','2138',NULL,'1'
'2064','223','2140',NULL,'1'
'2065','223','2141',NULL,'1'
'2066','223','400',NULL,'1'
'2067','223','401',NULL,'1'
'2068','223','402',NULL,'1'
'2069','223','403',NULL,'1'
'2070','223','407',NULL,'1'
'2071','223','408',NULL,'1'
'2075','223','423',NULL,'1'
'2077','223','427',NULL,'1'
'2080','223','Князь Владимир',NULL,'1'
'2081','223','Святогор',NULL,'1'
'2085','225','1111',NULL,'1'
'2086','226','Aquila',NULL,'1'
'2087','226','C30',NULL,'1'
'2088','226','C10',NULL,'1'
'2089','226','C190',NULL,'1'
'2090','226','Road Partner',NULL,'1'
'2091','226','Tager',NULL,'1'
'2092','226','Vega',NULL,'1'
'2093','227','3151',NULL,'1'
'2094','227','3153',NULL,'1'
'2096','227','3160',NULL,'1'
'2098','227','469',NULL,'1'
'2099','227','Hunter',NULL,'1'
'2100','227','Patriot',NULL,'1'
'2101','227','Pickup',NULL,'1'
'2102','35','Traverse',NULL,'1'
'2103','35','Uplander',NULL,'1'
'2104','35','Van',NULL,'1'
'2105','35','Vectra',NULL,'1'
'2106','35','Venture',NULL,'1'
'2107','35','Viva',NULL,'1'
'2108','35','Volt',NULL,'1'
'2109','35','Zafira',NULL,'1'
'2110','52','S30',NULL,'1'
'2111','67','GC6',NULL,'1'
'2112','80','Q70',NULL,'1'
'2113','101','Celliya',NULL,'1'
'2114','113','Xedos 6',NULL,'1'
'2115','113','Xedos 9',NULL,'1'
'2116','127','Pixo',NULL,'1'
'2117','127','Prairie',NULL,'1'
'2118','127','Presage',NULL,'1'
'2119','127','Presea',NULL,'1'
'2120','127','President',NULL,'1'
'2121','127','Primera',NULL,'1'
'2122','127','Pulsar',NULL,'1'
'2123','127','Qashqai',NULL,'1'
'2124','127','Quest',NULL,'1'
'2125','127','R\'nessa',NULL,'1'
'2126','127','Rasheen',NULL,'1'
'2127','127','Rogue',NULL,'1'
'2128','127','Roox',NULL,'1'
'2129','127','Safari',NULL,'1'
'2130','127','Sentra',NULL,'1'
'2131','127','Serena',NULL,'1'
'2132','127','Silvia',NULL,'1'
'2133','127','Skyline Crossover',NULL,'1'
'2134','127','Skyline',NULL,'1'
'2135','127','Stagea',NULL,'1'
'2136','127','Stanza',NULL,'1'
'2137','127','Sunny',NULL,'1'
'2138','127','Teana',NULL,'1'
'2139','127','Terrano',NULL,'1'
'2141','127','Tiida',NULL,'1'
'2142','127','Tino',NULL,'1'
'2143','127','Titan',NULL,'1'
'2144','127','Vanette',NULL,'1'
'2145','127','Versa',NULL,'1'
'2146','127','Wingroad',NULL,'1'
'2147','127','Xterra',NULL,'1'
'2148','127','X-Trail',NULL,'1'
'2149','176','Lite Ace',NULL,'1'
'2150','176','Mark II',NULL,'1'
'2151','176','Mark X',NULL,'1'
'2152','176','Mark X Zio',NULL,'1'
'2154','176','Matrix',NULL,'1'
'2155','176','Mega Cruiser',NULL,'1'
'2156','176','MR2',NULL,'1'
'2157','176','Nadia',NULL,'1'
'2158','176','Noah',NULL,'1'
'2159','176','Opa',NULL,'1'
'2160','176','Origin',NULL,'1'
'2161','176','Paseo',NULL,'1'
'2162','176','Passo',NULL,'1'
'2163','176','Passo Sette',NULL,'1'
'2164','176','Picnic',NULL,'1'
'2165','176','Platz',NULL,'1'
'2166','176','Porte',NULL,'1'
'2167','176','Premio',NULL,'1'
'2168','176','Previa',NULL,'1'
'2169','176','Prius C',NULL,'1'
'2170','176','Prius',NULL,'1'
'2171','176','Prius V',NULL,'1'
'2172','176','Probox',NULL,'1'
'2173','176','Progres',NULL,'1'
'2174','176','Pronard',NULL,'1'
'2175','176','Ractis',NULL,'1'
'2176','176','Raum',NULL,'1'
'2177','176','RAV4',NULL,'1'
'2178','176','Regius',NULL,'1'
'2180','176','Rush',NULL,'1'
'2182','176','Scepter',NULL,'1'
'2183','176','Sequoia',NULL,'1'
'2184','176','Sera',NULL,'1'
'2185','176','Sienna',NULL,'1'
'2186','176','Sienta',NULL,'1'
'2187','176','Soarer',NULL,'1'
'2188','176','Soluna',NULL,'1'
'2189','176','Sparky',NULL,'1'
'2190','176','Sprinter Carib',NULL,'1'
'2191','176','Sprinter Marino',NULL,'1'
'2192','176','Sprinter Trueno',NULL,'1'
'2193','176','Sprinter',NULL,'1'
'2194','176','Starlet',NULL,'1'
'2195','176','Succeed',NULL,'1'
'2196','176','Supra',NULL,'1'
'2197','176','Tacoma',NULL,'1'
'2198','176','Tercel',NULL,'1'
'2199','176','Town Ace',NULL,'1'
'2200','176','Tundra',NULL,'1'
'2201','176','Urban Cruiser',NULL,'1'
'2202','176','Vanguard',NULL,'1'
'2204','176','Venza',NULL,'1'
'2205','176','Verossa',NULL,'1'
'2206','176','Verso',NULL,'1'
'2207','176','Verso-S',NULL,'1'
'2208','176','Vios',NULL,'1'
'2209','176','Vista',NULL,'1'
'2210','176','Vitz',NULL,'1'
'2211','176','Voltz',NULL,'1'
'2212','176','Voxy',NULL,'1'
'2213','176','Will Cypha',NULL,'1'
'2214','176','Will Vi',NULL,'1'
'2215','176','Windom',NULL,'1'
'2216','176','Wish',NULL,'1'
'2217','176','Yaris',NULL,'1'
'2218','176','Yaris Verso',NULL,'1'
'2220','35','Silverado',NULL,'1'
'2221','37','Jumpy',NULL,'1'
'2222','61','Scudo',NULL,'1'
'2225','116','Vito',NULL,'1'
'2226','127','Primastar',NULL,'1'
'2227','130','Vivaro',NULL,'1'
'2229','135','Expert',NULL,'1'
'2230','147','Trafic',NULL,'1'
'2231','166','WRX',NULL,'1'
'2233','184','Amarok',NULL,'1'
'2234','184','California',NULL,'1'
'2235','184','Caravelle',NULL,'1'
'2236','184','Transporter',NULL,'1'
'2237','26','F5',NULL,'1'
'2239','63','Tourneo Custom',NULL,'1'
'2243','127','Caravan',NULL,'1'
'2244','127','NV',NULL,'1'
'2245','127','Urvan',NULL,'1'
'2248','34','M11',NULL,'1'
'2251','167','Vitara',NULL,'1'
'2253','34','A19',NULL,'1'
'2255','35','City Express',NULL,'1'
'2257','59','Besturn X80',NULL,'1'
'2258','67','SC7',NULL,'1'
'2260','99','NX',NULL,'1'
'2265','2','TLX',NULL,'1'
'2267','34','Arrizo 7',NULL,'1'
'2268','47','mi-Do',NULL,'1'
'2269','89','Renegade',NULL,'1'
'2270','101','Smily',NULL,'1'
'2271','282','Boliger',NULL,'1'
'2276','71','H3',NULL,'1'
'2277','71','H5',NULL,'1'
'2278','71','H6',NULL,'1'
'2279','101','Solano',NULL,'1'
'2280','116','AMG GT',NULL,'1'
'2282','176','ProAce',NULL,'1'
'2283','15','Continental GTC',NULL,'1'
'2284','15','Continental Supersports',NULL,'1'
'2286','88','XE',NULL,'1'
'2287','97','Discovery Sport',NULL,'1'
'2289','290','H6',NULL,'1'
'2290','21','H530',NULL,'1'
'2296','291','B10',NULL,'1'
'2298','291','B12',NULL,'1'
'2299','291','B3',NULL,'1'
'2300','291','B4',NULL,'1'
'2301','291','B5',NULL,'1'
'2302','291','B6',NULL,'1'
'2303','291','B7',NULL,'1'
'2304','291','B8',NULL,'1'
'2308','291','D10',NULL,'1'
'2309','291','D3',NULL,'1'
'2310','291','D5',NULL,'1'
'2311','291','Roadster S',NULL,'1'
'2312','291','XD3',NULL,'1'
'2313','18','1M',NULL,'1'
'2314','18','M3',NULL,'1'
'2315','18','M4',NULL,'1'
'2316','18','M5',NULL,'1'
'2317','18','M6',NULL,'1'
'2318','18','X5 M',NULL,'1'
'2319','18','X6 M',NULL,'1'
'2320','18','Z3 M',NULL,'1'
'2321','18','Z4 M',NULL,'1'
'2374','176','Camry Solara',NULL,'1'
'2375','176','Corolla Spacio',NULL,'1'
'2376','176','Corolla Verso',NULL,'1'
'2379','184','Up',NULL,'1'
'5811','71','Voleex C30',NULL,'1'
'18960','24','Veyron',NULL,'1'
'18961','75','Statesman',NULL,'1'
'18965','116','GLE-Класс',NULL,'1'
'18968','176','86',NULL,'1'
'18972','227','3159 \"Барс\"',NULL,'1'
'19066','63','Explorer Sport Trac',NULL,'1'
'19073','127','Qashqai+2',NULL,'1'
'19078','290','H2',NULL,'1'
'19079','290','H8',NULL,'1'
'19137','21','H230',NULL,'1'
'19140','165','Nomad',NULL,'1'
'19142','101','x50',NULL,'1'
'19209','215','Vesta',NULL,'1'
'19210','215','XRAY',NULL,'1'
'19211','290','H9',NULL,'1'
'19234','147','Talisman',NULL,'1'
'19269','35','El Camino',NULL,'1'
'19279','73','S5',NULL,'1'
'19299','184','Karmann Ghia',NULL,'1'
'19302','192','T600',NULL,'1'
'19303','192','Z300',NULL,'1'
'19346','88','F-Pace',NULL,'1'
'19393','63','Transit Custom',NULL,'1'
'19396','172','Model X',NULL,'1'
'19400','216','67',NULL,'1'
'19401','3689','Gentra',NULL,'1'
'19402','3689','Matiz',NULL,'1'
'19570','76','Ascot Innova',NULL,'1'
'19607','35','Chevelle',NULL,'1'
'19615','63','GT40',NULL,'1'
'19617','130','Kapitan',NULL,'1'
'19698','42','Sens',NULL,'1'
'19708','79','Entourage',NULL,'1'
'19719','116','GLC-Класс',NULL,'1'
'19730','147','10',NULL,'1'
'19732','147','8',NULL,'1'
'19734','147','Dauphine',NULL,'1'
'19735','147','Floride',NULL,'1'
'19736','147','Fregate',NULL,'1'
'19737','147','Kaptur',NULL,'1'
'19761','3','S.Z./R.Z.',NULL,'1'
'19762','7','Spartana',NULL,'1'
'19767','9','Vantage',NULL,'1'
'19770','10','Coupe S',NULL,'1'
'19772','18','1 серия',NULL,'1'
'19773','18','2 серия',NULL,'1'
'19774','18','2 серия Active Tourer',NULL,'1'
'19775','18','3 серия',NULL,'1'
'19776','18','4 серия',NULL,'1'
'19777','18','5 серия',NULL,'1'
'19778','18','6 серия',NULL,'1'
'19779','18','7 серия',NULL,'1'
'19780','18','8 серия',NULL,'1'
'19781','18','M1',NULL,'1'
'19782','21','BS6',NULL,'1'
'19783','21','M2',NULL,'1'
'19785','25','Rainier',NULL,'1'
